sample	function	taxon	taxon_abun	taxon_rel_abun	genome_function_count	taxon_function_abun	taxon_rel_function_abun	norm_taxon_function_contrib
Sample231	GLUCONEO-PWY	ASV38	122.0	17.329545454545457	1.1428571428571428	139.42857142857142	19.805194805194805	0.30202122884282817
Sample231	GLUCONEO-PWY	ASV8	14.0	1.9886363636363635	1.0666666666666667	14.933333333333334	2.121212121212121	0.03234762888152695
Sample231	GLUCUROCAT-PWY	ASV18	55.0	7.8125	1.1249999999999998	61.874999999999986	8.789062499999998	1.0
Sample231	GLUTORN-PWY	ASV15	173.0	24.573863636363637	1.1111111111111112	192.22222222222223	27.30429292929293	0.3662150719729043
Sample231	GLUTORN-PWY	ASV16	91.0	12.926136363636365	1.1111111111111112	101.11111111111111	14.362373737373739	0.1926333615580017
Sample231	GLUTORN-PWY	ASV18	55.0	7.8125	1.0	55.0	7.8125	0.10478408128704488
Sample231	GLUTORN-PWY	ASV27	39.0	5.5397727272727275	1.0	39.0	5.5397727272727275	0.07430143945808636
Sample231	GLUTORN-PWY	ASV38	122.0	17.329545454545457	1.0	122.0	17.329545454545457	0.23243014394580863
Sample231	GLUTORN-PWY	ASV8	14.0	1.9886363636363635	1.1111111111111112	15.555555555555557	2.20959595959596	0.02963590177815411
Sample231	GLYCOCAT-PWY	ASV16	91.0	12.926136363636365	1.1111111111111112	101.11111111111111	14.362373737373739	1.0
Sample231	GLYCOGENSYNTH-PWY	ASV15	173.0	24.573863636363637	1.25	216.25	30.717329545454547	0.5969634230503795
Sample231	GLYCOGENSYNTH-PWY	ASV16	91.0	12.926136363636365	1.0	91.0	12.926136363636365	0.25120772946859904
Sample231	GLYCOGENSYNTH-PWY	ASV18	55.0	7.8125	1.0	55.0	7.8125	0.1518288474810214
Sample231	GLYCOLYSIS	ASV15	173.0	24.573863636363637	1.125	194.625	27.64559659090909	0.36994020914221504
Sample231	GLYCOLYSIS	ASV16	91.0	12.926136363636365	1.542857142857143	140.4	19.94318181818182	0.266870162433228
Sample231	GLYCOLYSIS	ASV27	39.0	5.5397727272727275	1.0	39.0	5.5397727272727275	0.07413060067589665
Sample231	GLYCOLYSIS	ASV38	122.0	17.329545454545457	1.125	137.25	19.49573863636364	0.26088269084017474
Sample231	GLYCOLYSIS	ASV8	14.0	1.9886363636363635	1.0588235294117647	14.823529411764707	2.105614973262032	0.028176336908485606
Sample231	GLYCOLYSIS-E-D	ASV15	173.0	24.573863636363637	1.1555555555555554	199.9111111111111	28.396464646464644	0.9321120689655172
Sample231	GLYCOLYSIS-E-D	ASV8	14.0	1.9886363636363635	1.04	14.56	2.0681818181818183	0.06788793103448276
Sample231	GLYCOLYSIS-TCA-GLYOX-BYPASS	ASV15	173.0	24.573863636363637	1.2413793103448276	214.75862068965517	30.505485893416928	0.5799280487273966
Sample231	GLYCOLYSIS-TCA-GLYOX-BYPASS	ASV38	122.0	17.329545454545457	1.2750885478158205	155.5608028335301	22.09670494794462	0.4200719512726035
Sample231	GLYOXYLATE-BYPASS	ASV15	173.0	24.573863636363637	1.1428571428571428	197.7142857142857	28.084415584415584	0.3480010057832537
Sample231	GLYOXYLATE-BYPASS	ASV16	91.0	12.926136363636365	1.2307692307692308	112.0	15.909090909090912	0.19713351772692986
Sample231	GLYOXYLATE-BYPASS	ASV18	55.0	7.8125	1.2000000000000002	66.00000000000001	9.375000000000002	0.11616796580336941
Sample231	GLYOXYLATE-BYPASS	ASV27	39.0	5.5397727272727275	1.0	39.0	5.5397727272727275	0.06864470706562736
Sample231	GLYOXYLATE-BYPASS	ASV38	122.0	17.329545454545457	1.1428571428571428	139.42857142857142	19.805194805194805	0.2454111139049535
Sample231	GLYOXYLATE-BYPASS	ASV8	14.0	1.9886363636363635	1.0	14.0	1.9886363636363635	0.024641689715866232
Sample231	HEME-BIOSYNTHESIS-II	ASV15	173.0	24.573863636363637	1.1428571428571428	197.7142857142857	28.084415584415584	0.3811622142660424
Sample231	HEME-BIOSYNTHESIS-II	ASV16	91.0	12.926136363636365	1.0	91.0	12.926136363636365	0.17543376480308456
Sample231	HEME-BIOSYNTHESIS-II	ASV18	55.0	7.8125	1.0	55.0	7.8125	0.1060313963095566
Sample231	HEME-BIOSYNTHESIS-II	ASV27	39.0	5.5397727272727275	1.0	39.0	5.5397727272727275	0.07518589920132196
Sample231	HEME-BIOSYNTHESIS-II	ASV38	122.0	17.329545454545457	1.0	122.0	17.329545454545457	0.2351969154502892
Sample231	HEME-BIOSYNTHESIS-II	ASV8	14.0	1.9886363636363635	1.0	14.0	1.9886363636363635	0.02698980996970532
Sample231	HEMESYN2-PWY	ASV15	173.0	24.573863636363637	1.1428571428571428	197.7142857142857	28.084415584415584	0.3756786102062975
Sample231	HEMESYN2-PWY	ASV16	91.0	12.926136363636365	1.0	91.0	12.926136363636365	0.1729098805646037
Sample231	HEMESYN2-PWY	ASV18	55.0	7.8125	1.0	55.0	7.8125	0.10450597176981544
Sample231	HEMESYN2-PWY	ASV27	39.0	5.5397727272727275	1.1428571428571428	44.57142857142857	6.3311688311688314	0.08469055374592835
Sample231	HEMESYN2-PWY	ASV38	122.0	17.329545454545457	1.0	122.0	17.329545454545457	0.23181324647122695
Sample231	HEMESYN2-PWY	ASV8	14.0	1.9886363636363635	1.1428571428571428	16.0	2.2727272727272725	0.030401737242128125
Sample231	HISDEG-PWY	ASV15	173.0	24.573863636363637	1.1428571428571428	197.7142857142857	28.084415584415584	0.40995260663507105
Sample231	HISDEG-PWY	ASV16	91.0	12.926136363636365	1.1428571428571428	104.0	14.772727272727273	0.2156398104265403
Sample231	HISDEG-PWY	ASV27	39.0	5.5397727272727275	1.1428571428571428	44.57142857142857	6.3311688311688314	0.0924170616113744
Sample231	HISDEG-PWY	ASV38	122.0	17.329545454545457	1.0	122.0	17.329545454545457	0.25296208530805686
Sample231	HISDEG-PWY	ASV8	14.0	1.9886363636363635	1.0	14.0	1.9886363636363635	0.029028436018957347
Sample231	HISTSYN-PWY	ASV15	173.0	24.573863636363637	1.105263157894737	191.21052631578948	27.160586124401917	0.25393778580703436
Sample231	HISTSYN-PWY	ASV16	91.0	12.926136363636365	1.105263157894737	100.57894736842107	14.28678229665072	0.13357421103144584
Sample231	HISTSYN-PWY	ASV18	55.0	7.8125	1.0769230769230769	59.230769230769226	8.413461538461538	0.07866162328986243
Sample231	HISTSYN-PWY	ASV24	210.0	29.829545454545453	1.0	210.0	29.829545454545453	0.2788912098458759
Sample231	HISTSYN-PWY	ASV27	39.0	5.5397727272727275	1.1666666666666667	45.5	6.4630681818181825	0.06042642879993978
Sample231	HISTSYN-PWY	ASV38	122.0	17.329545454545457	1.0769230769230769	131.3846153846154	18.662587412587413	0.1744857825702403
Sample231	HISTSYN-PWY	ASV8	14.0	1.9886363636363635	1.0769230769230769	15.076923076923077	2.1416083916083912	0.020022958655601344
Sample231	HOMOSER-METSYN-PWY	ASV15	173.0	24.573863636363637	1.2	207.6	29.488636363636363	0.7905559786747904
Sample231	HOMOSER-METSYN-PWY	ASV18	55.0	7.8125	1.0	55.0	7.8125	0.20944402132520942
Sample231	HSERMETANA-PWY	ASV15	173.0	24.573863636363637	1.0	173.0	24.573863636363637	0.4375316135558928
Sample231	HSERMETANA-PWY	ASV18	55.0	7.8125	1.0	55.0	7.8125	0.139099645928174
Sample231	HSERMETANA-PWY	ASV38	122.0	17.329545454545457	1.2	146.4	20.795454545454547	0.370257966616085
Sample231	HSERMETANA-PWY	ASV8	14.0	1.9886363636363635	1.5	21.0	2.9829545454545454	0.05311077389984826
Sample231	ILEUSYN-PWY	ASV15	173.0	24.573863636363637	1.25	216.25	30.717329545454547	0.23227523835782257
Sample231	ILEUSYN-PWY	ASV16	91.0	12.926136363636365	1.411764705882353	128.47058823529412	18.248663101604283	0.13799092025120285
Sample231	ILEUSYN-PWY	ASV18	55.0	7.8125	1.411764705882353	77.64705882352942	11.029411764705882	0.08340110564633141
Sample231	ILEUSYN-PWY	ASV24	210.0	29.829545454545453	1.411764705882353	296.47058823529414	42.112299465240646	0.31844058519508356
Sample231	ILEUSYN-PWY	ASV27	39.0	5.5397727272727275	1.3333333333333333	52.0	7.386363636363637	0.05585346772072497
Sample231	ILEUSYN-PWY	ASV38	122.0	17.329545454545457	1.1428571428571428	139.42857142857142	19.805194805194805	0.1497609464160098
Sample231	ILEUSYN-PWY	ASV8	14.0	1.9886363636363635	1.4814814814814814	20.74074074074074	2.946127946127946	0.022277736412824774
Sample231	LEU-DEG2-PWY	ASV27	39.0	5.5397727272727275	1.25	48.75	6.924715909090909	0.7580993520518359
Sample231	LEU-DEG2-PWY	ASV8	14.0	1.9886363636363635	1.1111111111111112	15.555555555555557	2.20959595959596	0.24190064794816415
Sample231	MET-SAM-PWY	ASV15	173.0	24.573863636363637	1.2	207.6	29.488636363636363	0.7905559786747904
Sample231	MET-SAM-PWY	ASV18	55.0	7.8125	1.0	55.0	7.8125	0.20944402132520942
Sample231	NADSYN-PWY	ASV27	39.0	5.5397727272727275	1.0	39.0	5.5397727272727275	1.0
Sample231	NAGLIPASYN-PWY	ASV27	39.0	5.5397727272727275	1.0	39.0	5.5397727272727275	0.7358490566037735
Sample231	NAGLIPASYN-PWY	ASV8	14.0	1.9886363636363635	1.0	14.0	1.9886363636363635	0.2641509433962264
Sample231	NONMEVIPP-PWY	ASV15	173.0	24.573863636363637	1.0	173.0	24.573863636363637	0.3809174311926605
Sample231	NONMEVIPP-PWY	ASV16	91.0	12.926136363636365	1.1666666666666667	106.16666666666667	15.080492424242427	0.23376146788990826
Sample231	NONMEVIPP-PWY	ASV27	39.0	5.5397727272727275	1.0	39.0	5.5397727272727275	0.08587155963302752
Sample231	NONMEVIPP-PWY	ASV38	122.0	17.329545454545457	1.0	122.0	17.329545454545457	0.2686238532110092
Sample231	NONMEVIPP-PWY	ASV8	14.0	1.9886363636363635	1.0	14.0	1.9886363636363635	0.030825688073394496
Sample231	NONOXIPENT-PWY	ASV15	173.0	24.573863636363637	2.3529411764705883	407.05882352941177	57.82085561497326	0.3716822846199508
Sample231	NONOXIPENT-PWY	ASV16	91.0	12.926136363636365	1.6551724137931036	150.62068965517244	21.394984326018815	0.1375305946120145
Sample231	NONOXIPENT-PWY	ASV18	55.0	7.8125	1.5	82.5	11.71875	0.07533011621090765
Sample231	NONOXIPENT-PWY	ASV24	210.0	29.829545454545453	1.3333333333333333	280.0	39.772727272727266	0.255665848958232
Sample231	NONOXIPENT-PWY	ASV27	39.0	5.5397727272727275	1.0	39.0	5.5397727272727275	0.03561060039061089
Sample231	NONOXIPENT-PWY	ASV38	122.0	17.329545454545457	1.0	122.0	17.329545454545457	0.11139726276037253
Sample231	NONOXIPENT-PWY	ASV8	14.0	1.9886363636363635	1.0	14.0	1.9886363636363635	0.012783292447911602
Sample231	OANTIGEN-PWY	ASV16	91.0	12.926136363636365	1.153846153846154	105.00000000000001	14.91477272727273	0.48403029305235434
Sample231	OANTIGEN-PWY	ASV18	55.0	7.8125	1.0714285714285716	58.92857142857144	8.370535714285715	0.2716496542640764
Sample231	OANTIGEN-PWY	ASV27	39.0	5.5397727272727275	1.0	39.0	5.5397727272727275	0.17978268027658872
Sample231	OANTIGEN-PWY	ASV8	14.0	1.9886363636363635	1.0	14.0	1.9886363636363635	0.06453737240698057
Sample231	ORNDEG-PWY	ASV18	55.0	7.8125	1.0	55.0	7.8125	1.0
Sample231	P101-PWY	ASV8	14.0	1.9886363636363635	1.0	14.0	1.9886363636363635	1.0
Sample231	P105-PWY	ASV15	173.0	24.573863636363637	1.5	259.5	36.86079545454545	0.4830652190744501
Sample231	P105-PWY	ASV27	39.0	5.5397727272727275	1.25	48.75	6.924715909090909	0.09074924635791694
Sample231	P105-PWY	ASV38	122.0	17.329545454545457	1.744186046511628	212.7906976744186	30.22595137420719	0.3961147783780274
Sample231	P105-PWY	ASV8	14.0	1.9886363636363635	1.153846153846154	16.153846153846157	2.2945804195804196	0.030070756189605616
Sample231	P108-PWY	ASV15	173.0	24.573863636363637	1.3846153846153848	239.53846153846158	34.02534965034965	0.3761711311254238
Sample231	P108-PWY	ASV16	91.0	12.926136363636365	1.5319148936170213	139.40425531914894	19.801740812379112	0.21892040247023797
Sample231	P108-PWY	ASV18	55.0	7.8125	1.0909090909090908	59.99999999999999	8.522727272727272	0.09422398274817934
Sample231	P108-PWY	ASV38	122.0	17.329545454545457	1.6216216216216217	197.83783783783784	28.101965601965606	0.3106844836561589
Sample231	P124-PWY	ASV16	91.0	12.926136363636365	1.3843733613004718	125.97797587834293	17.89459884635553	1.0
Sample231	P125-PWY	ASV15	173.0	24.573863636363637	1.1538461538461537	199.61538461538458	28.35445804195804	1.0
Sample231	P161-PWY	ASV15	173.0	24.573863636363637	1.6	276.8	39.31818181818182	0.5757071547420965
Sample231	P161-PWY	ASV38	122.0	17.329545454545457	1.5	183.0	25.994318181818187	0.38061564059900166
Sample231	P161-PWY	ASV8	14.0	1.9886363636363635	1.5	21.0	2.9829545454545454	0.043677204658901826
Sample231	P42-PWY	ASV15	173.0	24.573863636363637	1.4	242.2	34.403409090909086	0.5386418928287807
Sample231	P42-PWY	ASV38	122.0	17.329545454545457	1.700404858299595	207.44939271255058	29.467243283032758	0.4613581071712193
Sample231	P562-PWY	ASV15	173.0	24.573863636363637	1.2	207.6	29.488636363636363	0.5789180145008366
Sample231	P562-PWY	ASV16	91.0	12.926136363636365	1.0	91.0	12.926136363636365	0.2537646402677078
Sample231	P562-PWY	ASV18	55.0	7.8125	1.0909090909090908	59.99999999999999	8.522727272727272	0.16731734523145567
Sample231	PANTO-PWY	ASV15	173.0	24.573863636363637	1.2000000000000002	207.60000000000002	29.488636363636367	0.2980189491817399
Sample231	PANTO-PWY	ASV16	91.0	12.926136363636365	1.1428571428571428	104.0	14.772727272727273	0.14929658340511054
Sample231	PANTO-PWY	ASV24	210.0	29.829545454545453	1.0	210.0	29.829545454545453	0.301464254952627
Sample231	PANTO-PWY	ASV27	39.0	5.5397727272727275	1.0	39.0	5.5397727272727275	0.05598621877691645
Sample231	PANTO-PWY	ASV38	122.0	17.329545454545457	1.0	122.0	17.329545454545457	0.17513637668676427
Sample231	PANTO-PWY	ASV8	14.0	1.9886363636363635	1.0	14.0	1.9886363636363635	0.020097616996841802
Sample231	PANTOSYN-PWY	ASV15	173.0	24.573863636363637	1.0799999999999998	186.83999999999997	26.539772727272723	0.4077758149662099
Sample231	PANTOSYN-PWY	ASV16	91.0	12.926136363636365	1.0588235294117647	96.3529411764706	13.68649732620321	0.21028901259166446
Sample231	PANTOSYN-PWY	ASV27	39.0	5.5397727272727275	1.0	39.0	5.5397727272727275	0.08511698128710228
Sample231	PANTOSYN-PWY	ASV38	122.0	17.329545454545457	1.0	122.0	17.329545454545457	0.2662633773596533
Sample231	PANTOSYN-PWY	ASV8	14.0	1.9886363636363635	1.0	14.0	1.9886363636363635	0.030554813795370048
Sample231	PENTOSE-P-PWY	ASV15	173.0	24.573863636363637	1.797752808988764	311.0112359550562	44.177732379979574	0.6077993017370995
